Unnamed: 0,order_date,order_id,order_datetime,customer_id,courier_id,restaurant_id,order_amount,items_count,distance_km,is_express_delivery,delivery_time_minutes,payment_method,vehicle_type,experience_days,base_skill,base_speed_kmh,courier_rating,on_time_ratio,preferred_payment_method,customer_rating,restaurant_city,cuisine_type,is_fast_food,restaurant_rating,prep_time_avg,traffic_level,is_rush_hour,temperature,precip_mm,wind_speed
79236,2025-03-13,35247,2025-03-13 23:42:00,23673,328,91,2336.86,5,5.57,0,79.6,card,bike,1244,1.108393347915148,41.76333005471556,4.95,0.9,sbp,4.54,Kazan,asian,1,4.91,13,3.0,1,14.9,1.48,8.5
79237,2025-03-13,61953,2025-03-13 23:49:00,4328,240,289,1918.8,2,6.94,0,109.1,sbp,car,878,0.8798656196075766,55.0,4.78,0.88,sbp,5.0,Moscow,burger,0,4.59,36,4.0,1,31.1,1.63,7.1
79238,2025-03-14,26513,2025-03-14 00:02:00,5659,175,19,1857.09,1,3.35,0,82.0,cash,car,330,0.9941315231747646,55.0,4.59,0.96,card,4.66,Moscow,asian,0,4.34,27,4.0,1,29.6,4.4,12.7
79239,2025-03-14,19093,2025-03-14 00:05:00,27191,229,76,2346.37,5,7.91,0,130.1,card,scooter,377,1.0507315040512115,50.22988603518088,4.83,0.92,sbp,4.72,Moscow,burger,0,4.14,21,4.0,1,29.6,4.4,12.7
79240,2025-03-14,91832,2025-03-14 00:05:00,43708,299,161,2579.37,1,2.77,1,50.5,card,car,994,0.9771499349149668,55.0,4.49,0.89,sbp,4.53,Moscow,asian,1,4.06,11,4.0,1,29.6,4.4,12.7
79241,2025-03-14,2733,2025-03-14 00:25:00,2056,87,236,2168.48,4,3.1,0,84.1,card,car,316,0.6623262477054649,41.750137119404535,5.0,0.82,sbp,4.49,Moscow,italian,1,4.7,12,4.0,1,29.6,4.4,12.7
79242,2025-03-14,51181,2025-03-14 00:29:00,42996,69,237,1399.2,2,2.35,0,40.9,cash,car,469,1.0212728973930063,55.0,4.73,0.8,card,4.52,Kazan,italian,1,4.0,8,2.0,1,24.2,4.17,0.2
79243,2025-03-14,9697,2025-03-14 00:42:00,3704,244,249,2013.86,8,2.13,0,48.9,sbp,scooter,274,1.214273509954976,55.0,4.86,0.97,card,4.68,Kazan,asian,1,4.52,8,2.0,1,24.2,4.17,0.2
79244,2025-03-14,37435,2025-03-14 01:01:00,25215,371,96,2044.04,3,8.68,0,143.0,card,car,520,1.1238176306382688,55.0,4.96,0.9,card,4.71,Moscow,burger,0,4.61,31,4.0,1,29.6,4.4,12.7
79245,2025-03-14,31333,2025-03-14 01:03:00,9273,382,113,3252.76,3,7.4,0,100.4,card,car,917,1.142437215160115,55.0,4.72,0.81,sbp,4.97,Kazan,burger,0,4.08,24,2.0,1,24.2,4.17,0.2
79246,2025-03-14,65659,2025-03-14 01:08:00,19185,147,196,3343.81,4,3.95,0,95.8,card,car,986,1.038874553075268,55.0,4.92,0.89,cash,4.64,Moscow,asian,0,4.41,35,4.0,1,29.6,4.4,12.7
79247,2025-03-14,85245,2025-03-14 01:09:00,38685,24,230,3000.0,3,2.97,0,80.0,card,scooter,1237,1.0552201040504643,54.20006938556093,4.58,0.88,sbp,4.35,Moscow,italian,0,4.46,39,4.0,1,29.6,4.4,12.7
79248,2025-03-14,3800,2025-03-14 01:14:00,14365,320,237,1857.23,2,4.83,0,56.9,cash,scooter,782,1.0042067152152452,50.19968924951003,4.64,0.89,cash,4.39,Kazan,italian,1,4.0,8,2.0,1,24.2,4.17,0.2
79249,2025-03-14,76458,2025-03-14 01:24:00,9236,223,87,2131.07,2,3.46,0,79.9,card,car,1692,1.0124212291919394,55.0,4.7,0.82,card,4.55,Kazan,burger,0,4.53,24,2.0,1,24.2,4.17,0.2
79250,2025-03-14,236,2025-03-14 01:43:00,31506,95,138,1314.95,5,1.81,0,104.5,card,bike,1299,0.8984093742363974,33.93675198010838,4.33,0.83,cash,4.69,Moscow,italian,0,4.73,39,4.0,1,29.6,4.4,12.7
79251,2025-03-14,77833,2025-03-14 01:54:00,35860,114,25,918.34,2,3.36,0,67.2,cash,car,677,1.126320545149199,55.0,4.46,0.94,sbp,4.69,SPB,italian,0,4.72,22,3.0,1,28.2,1.01,5.1
79252,2025-03-14,48892,2025-03-14 01:58:00,27348,60,80,3086.67,2,4.27,0,76.1,card,bike,1016,1.0208443173679818,38.01026765395612,4.63,0.86,sbp,4.19,Moscow,russian,0,4.63,17,4.0,1,29.6,4.4,12.7
79253,2025-03-14,20023,2025-03-14 02:00:00,44162,370,269,2581.31,3,6.64,0,93.2,card,scooter,1511,1.032196290167001,53.6365997086488,4.71,0.89,card,4.77,Moscow,asian,1,4.66,11,4.0,1,29.6,4.4,12.7
79254,2025-03-14,66396,2025-03-14 02:19:00,40319,256,47,2436.24,2,2.94,0,61.7,card,bike,762,1.0059969076816593,36.82146628990283,4.81,0.89,card,4.64,SPB,burger,0,4.32,15,3.0,1,28.2,1.01,5.1
79255,2025-03-14,19418,2025-03-14 02:25:00,13275,371,269,1750.15,4,13.28,0,165.2,card,car,520,1.1238176306382688,55.0,4.96,0.9,card,4.15,Moscow,asian,1,4.66,11,4.0,1,29.6,4.4,12.7
79256,2025-03-14,32896,2025-03-14 02:30:00,43818,243,25,1621.46,1,1.13,0,57.4,cash,car,1493,0.9944068283564068,55.0,4.75,0.9,sbp,4.26,SPB,italian,0,4.72,22,3.0,1,28.2,1.01,5.1
79257,2025-03-14,2855,2025-03-14 02:46:00,43329,207,195,4329.24,4,8.93,0,115.4,card,car,476,1.0770892137967227,55.0,4.47,0.91,cash,4.45,Moscow,asian,1,4.11,7,4.0,1,29.6,4.4,12.7
79258,2025-03-14,73910,2025-03-14 02:49:00,34305,161,118,1510.54,1,4.93,0,94.5,card,bike,500,1.0264726988768904,36.62098754864886,4.6,0.93,card,4.49,Moscow,italian,0,4.55,30,4.0,1,29.6,4.4,12.7
79259,2025-03-14,62921,2025-03-14 02:58:00,47326,215,119,3010.32,4,6.98,0,147.0,card,bike,1452,1.008374315808676,38.3374319784028,4.48,0.86,card,4.73,Moscow,asian,0,5.0,39,4.0,1,29.6,4.4,12.7
79260,2025-03-14,96536,2025-03-14 03:03:00,26924,147,297,2693.06,3,0.3,0,37.7,card,car,986,1.038874553075268,55.0,4.92,0.89,cash,4.77,SPB,asian,1,4.98,10,3.0,1,28.2,1.01,5.1
79261,2025-03-14,19298,2025-03-14 03:20:00,35741,318,275,908.25,6,3.04,0,96.2,card,car,962,1.2115640268924817,55.0,4.67,0.88,cash,4.47,Moscow,italian,0,4.07,32,4.0,1,29.6,4.4,12.7
79262,2025-03-14,35575,2025-03-14 03:32:00,1697,164,70,3236.09,6,5.82,0,67.6,card,car,1955,1.051477444416374,55.0,4.78,0.96,cash,4.68,Kazan,italian,1,4.21,7,2.0,1,24.2,4.17,0.2
79263,2025-03-14,64196,2025-03-14 03:33:00,1890,15,51,1283.42,3,4.12,0,54.2,card,car,1143,1.121989428047839,55.0,4.39,0.87,card,4.36,Moscow,asian,1,4.45,5,4.0,1,29.6,4.4,12.7
79264,2025-03-14,98380,2025-03-14 03:39:00,29152,26,230,1729.14,2,2.66,0,100.9,card,scooter,132,0.9661835896074544,43.16043291364058,4.64,0.86,card,4.43,Moscow,italian,0,4.46,39,4.0,1,29.6,4.4,12.7
79265,2025-03-14,29786,2025-03-14 03:47:00,25307,184,263,3546.33,1,4.86,0,77.2,sbp,bike,983,1.0269344239000475,38.16250264051386,4.54,0.99,sbp,4.84,Moscow,burger,1,4.78,14,4.0,1,29.6,4.4,12.7
79266,2025-03-14,77521,2025-03-14 04:05:00,39631,61,173,1955.61,2,0.21,0,37.8,cash,bike,1238,0.988201367918496,37.22409459253831,4.8,0.89,card,4.73,Moscow,burger,1,4.34,5,4.0,1,29.6,4.4,12.7
79267,2025-03-14,51444,2025-03-14 04:13:00,17343,232,66,545.37,2,9.56,0,151.9,card,scooter,330,0.979701667457175,46.44408516513773,4.94,0.9,card,4.19,Moscow,italian,0,4.61,35,4.0,1,29.6,4.4,12.7
79268,2025-03-14,85652,2025-03-14 04:17:00,13273,304,64,2386.16,2,4.59,0,63.2,card,car,191,1.191735389732698,55.0,4.89,0.9,card,4.52,Kazan,burger,1,4.62,6,2.0,1,24.2,4.17,0.2
79269,2025-03-14,32786,2025-03-14 04:18:00,49573,84,220,1101.84,4,4.93,0,88.8,sbp,car,489,1.2092787425255422,55.0,4.63,0.86,card,4.6,SPB,asian,0,4.39,26,3.0,1,28.2,1.01,5.1
79270,2025-03-14,48867,2025-03-14 04:20:00,33555,36,60,2777.25,6,3.51,0,91.3,card,bike,1242,0.9620762294085928,36.24682112531779,4.86,0.84,sbp,4.42,SPB,burger,0,4.27,17,3.0,1,28.2,1.01,5.1
79271,2025-03-14,68172,2025-03-14 04:21:00,44853,253,103,1432.35,2,3.32,0,66.8,card,bike,795,1.0580868845463494,38.8266233036702,4.79,0.79,cash,4.6,Moscow,italian,1,4.45,11,4.0,1,29.6,4.4,12.7
79272,2025-03-14,46751,2025-03-14 04:39:00,44157,48,3,2035.62,1,1.05,0,44.8,card,bike,1135,0.908823374724451,34.060510655019456,4.75,0.88,card,4.23,Moscow,italian,1,4.43,12,4.0,1,29.6,4.4,12.7
79273,2025-03-14,58596,2025-03-14 04:42:00,24758,166,49,1293.36,1,1.23,0,69.4,card,car,256,0.921974311035132,55.0,4.84,0.9,sbp,4.47,Kazan,burger,0,4.14,32,2.0,1,24.2,4.17,0.2
79274,2025-03-14,60817,2025-03-14 04:52:00,2286,383,161,3328.94,4,2.36,0,64.3,card,car,247,0.969648227957046,55.0,4.93,0.85,cash,4.63,Moscow,asian,1,4.06,11,4.0,1,29.6,4.4,12.7
79275,2025-03-14,4150,2025-03-14 05:11:00,9123,175,13,2095.23,4,9.07,0,120.2,card,car,330,0.9941315231747646,55.0,4.59,0.96,cash,5.0,Moscow,burger,1,4.95,7,4.0,1,29.6,4.4,12.7
79276,2025-03-14,5837,2025-03-14 05:43:00,45335,347,38,3271.9,3,7.47,1,90.6,sbp,scooter,1913,1.0558192403660664,55.0,4.79,0.96,sbp,4.81,SPB,asian,0,4.72,21,3.0,1,28.2,1.01,5.1
79277,2025-03-14,40101,2025-03-14 05:46:00,19971,25,5,2825.66,4,6.27,0,105.5,sbp,car,1122,0.997802569241713,55.0,4.42,0.89,card,4.61,Kazan,russian,0,5.0,34,2.0,1,24.2,4.17,0.2
79278,2025-03-14,20346,2025-03-14 05:55:00,6394,344,90,1211.12,4,2.79,0,83.7,cash,car,600,1.0773845764518772,55.0,4.55,0.94,card,4.62,Kazan,russian,0,4.1,39,2.0,1,24.2,4.17,0.2
79279,2025-03-14,55048,2025-03-14 05:57:00,28515,170,75,3396.05,2,5.66,0,82.3,card,bike,1320,1.1329867525348096,42.8376824131858,4.97,0.94,cash,4.8,Moscow,russian,1,4.55,11,4.0,1,29.6,4.4,12.7
79280,2025-03-14,68918,2025-03-14 06:01:00,6151,359,39,3965.03,5,3.85,0,57.6,card,scooter,939,0.8736181502928084,44.15059925004908,5.0,0.99,card,4.55,SPB,italian,1,4.2,8,3.0,1,28.2,1.01,5.1
79281,2025-03-14,80432,2025-03-14 06:08:00,19221,400,122,4073.2,5,4.89,0,123.5,card,bike,1473,0.9978714208285384,37.96962340890028,4.81,0.93,cash,4.71,Moscow,asian,0,4.68,38,4.0,1,29.6,4.4,12.7
79282,2025-03-14,47900,2025-03-14 06:15:00,864,139,269,1738.15,2,5.31,0,81.9,sbp,car,886,1.064688884669784,55.0,4.51,0.91,card,4.75,Moscow,asian,1,4.66,11,4.0,1,29.6,4.4,12.7
79283,2025-03-14,82366,2025-03-14 06:15:00,6889,173,81,3348.58,4,1.31,0,54.7,sbp,car,778,0.9120678435318176,55.0,4.68,0.87,sbp,4.68,Moscow,burger,1,4.59,12,4.0,1,29.6,4.4,12.7
79284,2025-03-14,21063,2025-03-14 06:19:00,9012,202,135,1571.24,2,1.01,0,47.4,card,scooter,557,0.7982201841087998,39.09129844923044,4.63,0.88,cash,4.8,Moscow,asian,1,4.08,11,4.0,1,29.6,4.4,12.7
79285,2025-03-14,84726,2025-03-14 06:35:00,21107,324,97,1939.41,1,5.11,0,79.1,card,car,1783,1.0678295908060025,55.0,4.94,0.9,card,4.39,SPB,italian,0,4.45,16,3.0,1,28.2,1.01,5.1
79286,2025-03-14,89,2025-03-14 06:44:00,24980,261,273,1519.56,2,0.83,0,31.8,card,car,154,1.0813858667712948,55.0,4.65,0.88,card,4.26,SPB,russian,1,4.42,5,3.0,1,28.2,1.01,5.1
79287,2025-03-14,45310,2025-03-14 06:49:00,26286,369,54,2380.25,1,9.19,0,140.6,sbp,car,137,0.9655171582517206,55.0,4.5,0.9,sbp,4.62,Moscow,russian,0,4.6,28,4.0,1,29.6,4.4,12.7
79288,2025-03-14,56310,2025-03-14 06:52:00,937,5,238,3483.96,5,4.84,0,93.1,card,car,1122,0.9830540345285094,55.0,5.0,0.94,cash,4.71,Kazan,burger,0,4.53,27,2.0,1,24.2,4.17,0.2
79289,2025-03-14,21268,2025-03-14 06:55:00,10478,157,105,2746.32,2,3.08,0,54.6,card,car,971,0.998253327194857,55.0,5.0,0.89,card,4.88,SPB,burger,1,4.49,13,3.0,1,28.2,1.01,5.1
79290,2025-03-14,59299,2025-03-14 07:12:00,7758,215,95,2589.49,4,0.97,0,55.5,card,bike,1452,1.008374315808676,38.3374319784028,4.48,0.86,card,4.4,Kazan,burger,1,4.31,13,2.0,1,24.2,4.17,0.2
79291,2025-03-14,23271,2025-03-14 07:25:00,2613,353,256,3361.67,4,1.19,0,41.6,cash,scooter,1756,1.066155945703873,55.0,4.74,0.95,card,4.87,Moscow,italian,1,3.63,8,4.0,1,29.6,4.4,12.7
79292,2025-03-14,36591,2025-03-14 07:38:00,49647,243,45,1560.45,2,3.52,0,58.6,sbp,car,1493,0.9944068283564068,55.0,4.75,0.9,card,4.78,Kazan,burger,1,4.62,12,2.0,1,24.2,4.17,0.2
79293,2025-03-14,61380,2025-03-14 07:38:00,20083,383,215,3136.26,1,1.04,1,38.0,card,car,247,0.969648227957046,55.0,4.93,0.85,cash,5.0,Moscow,russian,1,4.81,9,4.0,1,29.6,4.4,12.7
79294,2025-03-14,29948,2025-03-14 07:43:00,46726,166,219,3549.57,1,0.89,0,62.8,card,car,256,0.921974311035132,55.0,4.84,0.9,card,4.56,Moscow,italian,0,4.87,35,4.0,1,29.6,4.4,12.7
79295,2025-03-14,95410,2025-03-14 07:52:00,45121,258,248,3174.74,3,0.97,0,62.9,cash,car,1554,1.0071900058321726,55.0,4.7,0.88,sbp,4.63,SPB,asian,0,4.9,36,3.0,1,28.2,1.01,5.1
79296,2025-03-14,67069,2025-03-14 08:02:00,30129,158,242,2902.14,5,3.73,0,66.3,sbp,scooter,597,0.9285964098111535,45.66908855409564,4.95,0.92,cash,4.99,Kazan,asian,0,4.62,21,2.0,1,24.2,4.17,0.2
79297,2025-03-14,23739,2025-03-14 08:10:00,8902,162,291,3011.75,4,3.03,1,52.4,sbp,car,1970,1.046574562758893,55.0,4.31,0.87,card,4.13,Kazan,italian,1,4.17,5,2.0,1,24.2,4.17,0.2
79298,2025-03-14,60712,2025-03-14 08:11:00,25373,91,12,2018.88,4,2.58,0,87.5,card,car,1119,0.990684536130956,55.0,4.49,0.92,card,4.75,Kazan,italian,0,4.72,33,2.0,1,24.2,4.17,0.2
79299,2025-03-14,29793,2025-03-14 08:14:00,25119,220,242,2414.45,2,2.15,0,59.5,card,car,104,0.7823738703393238,45.85950269980694,4.58,0.97,cash,4.57,Kazan,asian,0,4.62,21,2.0,1,24.2,4.17,0.2
79300,2025-03-14,76424,2025-03-14 08:15:00,13816,286,30,1340.37,1,1.9,0,59.5,card,scooter,234,1.005852052116559,46.65016744281999,4.81,0.88,card,4.49,SPB,italian,1,4.41,13,3.0,1,28.2,1.01,5.1
79301,2025-03-14,50845,2025-03-14 08:26:00,14071,147,216,3357.42,1,2.51,0,103.6,card,car,986,1.038874553075268,55.0,4.92,0.89,card,4.56,Moscow,burger,0,4.57,39,4.0,1,29.6,4.4,12.7
79302,2025-03-14,95669,2025-03-14 08:43:00,24434,105,300,1693.02,2,3.85,0,91.8,card,car,1972,0.9780388884401984,55.0,4.36,0.91,card,4.44,Kazan,burger,0,4.67,19,2.0,1,24.2,4.17,0.2
79303,2025-03-14,76060,2025-03-14 08:50:00,12596,60,28,2755.23,1,5.11,0,98.5,card,bike,1016,1.0208443173679818,38.01026765395612,4.63,0.86,card,4.49,SPB,burger,0,4.42,35,3.0,1,28.2,1.01,5.1
79304,2025-03-14,93440,2025-03-14 09:03:00,6316,165,247,2515.07,3,0.62,1,74.2,cash,scooter,60,1.013902987221445,42.921171489571,4.93,0.92,card,4.85,Moscow,italian,0,4.44,29,4.0,1,29.6,4.4,12.7
79305,2025-03-14,26418,2025-03-14 09:07:00,39322,155,273,1179.63,1,10.91,0,131.6,card,bike,1911,1.17016448149972,45.19525247847282,5.0,0.96,card,4.41,SPB,russian,1,4.42,5,3.0,1,28.2,1.01,5.1
79306,2025-03-14,28597,2025-03-14 09:11:00,4707,222,183,2702.9,5,10.15,0,161.5,card,car,1039,1.1570678494910054,55.0,4.2,0.91,card,5.0,Kazan,asian,0,4.25,34,2.0,1,24.2,4.17,0.2
79307,2025-03-14,49486,2025-03-14 09:11:00,48693,149,96,1894.51,3,12.28,0,200.2,card,car,1404,1.0173155292486529,55.0,4.69,0.96,card,4.39,Moscow,burger,0,4.61,31,4.0,1,29.6,4.4,12.7
79308,2025-03-14,63197,2025-03-14 09:12:00,10609,51,239,3112.32,3,0.46,1,40.3,cash,bike,1358,0.974040018858779,36.88875564924949,4.57,0.95,sbp,4.92,Moscow,italian,1,4.13,6,4.0,1,29.6,4.4,12.7
79309,2025-03-14,54862,2025-03-14 09:14:00,36958,341,179,1298.33,3,1.5,0,73.3,sbp,car,1386,0.9743939841931162,55.0,4.52,0.99,card,4.43,SPB,italian,0,4.61,33,3.0,1,28.2,1.01,5.1
79310,2025-03-14,80670,2025-03-14 09:15:00,13828,144,143,3949.39,5,2.36,0,69.7,cash,car,1897,1.143314650264549,55.0,4.64,0.85,sbp,4.45,Moscow,asian,0,5.0,16,4.0,1,29.6,4.4,12.7
79311,2025-03-14,71053,2025-03-14 09:31:00,40356,211,260,1992.57,4,5.37,0,70.3,sbp,car,1997,1.0089398548060786,55.0,4.45,0.91,card,4.96,Kazan,russian,1,4.64,11,2.0,1,24.2,4.17,0.2
79312,2025-03-14,8754,2025-03-14 09:36:00,33333,271,100,1399.92,4,2.98,0,64.7,sbp,bike,1935,0.9205039200135628,35.577876365522755,4.69,0.89,card,4.63,Moscow,burger,1,4.8,5,4.0,1,29.6,4.4,12.7
79313,2025-03-14,33105,2025-03-14 09:49:00,39014,194,151,1735.13,3,6.62,0,98.8,card,car,301,1.011907539252242,55.0,4.93,0.99,card,4.79,SPB,russian,1,4.77,8,3.0,1,28.2,1.01,5.1
79314,2025-03-14,10648,2025-03-14 09:52:00,22083,227,207,5069.0,4,2.26,0,68.3,cash,scooter,1230,1.06564386024803,54.71734502201816,4.31,0.89,cash,4.66,Moscow,italian,1,4.42,9,4.0,1,29.6,4.4,12.7
79315,2025-03-14,65352,2025-03-14 09:56:00,21903,369,281,3939.16,4,4.81,0,94.4,cash,car,137,0.9655171582517206,55.0,4.5,0.9,sbp,4.78,Moscow,burger,1,4.61,7,4.0,1,29.6,4.4,12.7
79316,2025-03-14,25560,2025-03-14 10:02:00,49897,212,206,3987.8,3,6.0,0,79.6,card,car,1845,0.8882435519881046,55.0,4.64,0.84,card,4.9,SPB,italian,1,4.27,11,3.0,1,28.2,1.01,5.1
79317,2025-03-14,11555,2025-03-14 10:08:00,74,356,116,1778.04,4,4.67,0,102.6,card,car,1848,0.8420322419296973,55.0,5.0,0.85,sbp,4.4,Kazan,italian,0,4.41,35,2.0,1,24.2,4.17,0.2
79318,2025-03-14,45297,2025-03-14 10:18:00,19393,23,113,2867.86,3,7.77,1,100.9,card,car,370,1.099106938460123,55.0,4.55,0.94,sbp,4.09,Kazan,burger,0,4.08,24,2.0,1,24.2,4.17,0.2
79319,2025-03-14,89851,2025-03-14 10:24:00,46172,386,133,1615.74,4,9.29,0,134.7,card,scooter,1527,1.0189970692322288,52.98290027675885,4.75,0.79,card,4.82,SPB,burger,0,4.68,24,3.0,1,28.2,1.01,5.1
79320,2025-03-14,124,2025-03-14 10:27:00,42754,82,225,2636.86,2,3.99,0,64.0,card,bike,1722,1.041730722742281,39.99621866158171,4.48,0.86,card,4.66,Moscow,italian,1,4.6,9,4.0,1,29.6,4.4,12.7
79321,2025-03-14,92946,2025-03-14 10:27:00,21768,397,7,1416.9,5,1.35,0,46.2,card,car,606,1.0313820164320413,55.0,4.54,0.95,card,4.56,Moscow,russian,1,4.71,9,4.0,1,29.6,4.4,12.7
79322,2025-03-14,68217,2025-03-14 10:29:00,7889,186,212,2373.37,3,1.66,0,65.8,card,car,1619,0.9641472829758476,55.0,4.62,0.9,sbp,4.39,Moscow,italian,0,4.33,15,4.0,1,29.6,4.4,12.7
